Time,Machine,Drive_Brake Control,Drive_Pedal Sensor,Drive_Transmission Pressure,Engine_Oil Pressure,Engine_Speed,Engine_Temparature,Fuel_Level,Fuel_Pressure,Fuel_Temparature,Fuel_Water in Fuel,Misc_Air Filter Pressure,Misc_Exhaust Gas Temparature,Misc_Hydraulic Pump Rate,Misc_System Voltage
2022-05-01 06:30:00,Articulated_Truck_1,0.0,0.0,1382.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 06:40:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6
2022-05-01 06:50:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,0.0,0.0,0.0
2022-05-01 07:00:00,Excavator_1,0.0,0.0,561.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 07:10:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.64,0.0
2022-05-01 07:20:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5993.2,0.0,0.0,0.0,0.0
2022-05-01 07:30:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.3,0.0
2022-05-01 07:40:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.14,0.0,0.0,0.0,0.0
2022-05-01 07:50:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.37,0.0,0.0,0.0,0.0,0.0
2022-05-01 08:00:00,Excavator_1,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 08:10:00,Excavator_1,0.0,0.0,937.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 08:20:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31
2022-05-01 08:30:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.09,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 08:40:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4910.64,0.0,0.0,0.0,0.0
2022-05-01 08:50:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 09:00:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.25,0.0
2022-05-01 09:10:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.95,0.0,0.0,0.0,0.0
2022-05-01 09:20:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.38,0.0,0.0
2022-05-01 09:30:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.81
2022-05-01 09:40:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.56,0.0
2022-05-01 09:50:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.44
2022-05-01 10:00:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,4414.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 10:10:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.09,0.0,0.0
2022-05-01 10:20:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.14,0.0,0.0,0.0,0.0
2022-05-01 10:30:00,Articulated_Truck_1,0.0,0.0,0.0,108.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 10:40:00,Backhoe_Loader_1,0.0,0.0,1602.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 10:50:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.13,0.0,0.0,0.0,0.0
2022-05-01 11:00:00,Backhoe_Loader_1,0.0,0.0,170.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 11:10:00,Backhoe_Loader_1,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 11:20:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 11:30:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 11:40:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.93,0.0,0.0
2022-05-01 11:50:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.39,0.0,0.0,0.0,0.0,0.0
2022-05-01 12:00:00,Backhoe_Loader_1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 12:10:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.1,0.0,0.0,0.0,0.0
2022-05-01 12:20:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.31,0.0
2022-05-01 12:30:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,632.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 12:40:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22,0.0,0.0,0.0
2022-05-01 12:50:00,Excavator_1,0.0,0.0,0.0,0.0,2497.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 13:00:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.05,0.0,0.0,0.0
2022-05-01 13:10:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.21,0.0
2022-05-01 13:20:00,Excavator_1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 13:30:00,Backhoe_Loader_1,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 13:40:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.84,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 13:50:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 14:00:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 14:10:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.63
2022-05-01 14:20:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 14:30:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,3920.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 14:40:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6612.08,0.0,0.0,0.0,0.0
2022-05-01 14:50:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91
2022-05-01 15:00:00,Backhoe_Loader_1,0.0,0.0,1234.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 15:10:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.13,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 15:20:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,2172.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 15:30:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2
2022-05-01 15:40:00,Backhoe_Loader_1,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 15:50:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 16:00:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.46
2022-05-01 16:10:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53,0.0,0.0,0.0
2022-05-01 16:20:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36
2022-05-01 16:30:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,4615.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 16:40:00,Articulated_Truck_1,0.0,0.0,1306.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 16:50:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 17:00:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,548.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 17:10:00,Excavator_1,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 17:20:00,Articulated_Truck_1,0.0,0.0,0.0,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 17:30:00,Articulated_Truck_1,0.0,0.0,384.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 17:40:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53,0.0,0.0,0.0
2022-05-01 17:50:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 18:00:00,Backhoe_Loader_1,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 18:10:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.6,0.0,0.0
2022-05-01 18:20:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0
2022-05-01 18:30:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,0.0,0.0,0.0
2022-05-01 18:40:00,Dozer_1,0.0,0.0,1312.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 18:50:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.32,0.0
2022-05-01 19:00:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.14,0.0,0.0
2022-05-01 19:10:00,Excavator_1,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 19:20:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,634.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 19:30:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.23,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 19:40:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.53,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 19:50:00,Articulated_Truck_1,0.0,27.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 20:00:00,Articulated_Truck_1,0.0,0.0,0.0,106.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 20:10:00,Excavator_1,0.0,0.0,0.0,0.0,610.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 20:20:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2022-05-01 20:30:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31,0.0,0.0,0.0
2022-05-01 20:40:00,Excavator_1,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 20:50:00,Excavator_1,0.0,0.0,0.0,65.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 21:00:00,Backhoe_Loader_1,0.0,0.0,0.0,65.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 21:10:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.0
2022-05-01 21:20:00,Dozer_1,0.0,0.0,0.0,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 21:30:00,Articulated_Truck_1,0.0,20.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 21:40:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,288.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 21:50:00,Excavator_1,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 22:00:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0
2022-05-01 22:10:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,648.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 22:20:00,Dozer_1,0.0,0.0,0.0,0.0,2270.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 22:30:00,Excavator_1,0.0,0.0,0.0,32.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 22:40:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.02,0.0
2022-05-01 22:50:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.17,0.0,0.0,0.0,0.0,0.0
2022-05-01 23:00:00,Backhoe_Loader_1,0.0,0.0,0.0,39.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 23:10:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
2022-05-01 23:20:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.0,0.0,0.0
2022-05-01 23:30:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.94,0.0
2022-05-01 23:40:00,Dozer_1,0.0,0.0,0.0,0.0,6350.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01 23:50:00,Articulated_Truck_1,0.0,0.0,0.0,111.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 00:00:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.33,0.0,0.0
2022-05-02 00:10:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,127.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 00:20:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.28,0.0,0.0
2022-05-02 00:30:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.67,0.0,0.0,0.0
2022-05-02 00:40:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.4,0.0,0.0,0.0,0.0,0.0
2022-05-02 00:50:00,Dozer_1,0.0,0.0,1839.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 01:00:00,Backhoe_Loader_1,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 01:10:00,Backhoe_Loader_1,0.0,0.0,0.0,102.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 01:20:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68
2022-05-02 01:30:00,Dozer_1,0.0,0.0,0.0,128.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 01:40:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,604.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 01:50:00,Excavator_1,0.0,0.0,1760.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 02:00:00,Backhoe_Loader_1,0.0,0.0,0.0,65.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 02:10:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,596.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 02:20:00,Excavator_1,0.0,13.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 02:30:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,219.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 02:40:00,Excavator_1,0.0,0.0,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 02:50:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.37,0.0,0.0,0.0,0.0,0.0
2022-05-02 03:00:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.25,0.0
2022-05-02 03:10:00,Dozer_1,0.0,0.0,0.0,0.0,4527.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 03:20:00,Articulated_Truck_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.64,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 03:30:00,Excavator_1,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 03:40:00,Backhoe_Loader_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.88,0.0,0.0,0.0,0.0,0.0
2022-05-02 03:50:00,Dozer_1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 04:00:00,Articulated_Truck_1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 04:10:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0
2022-05-02 04:20:00,Excavator_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0
2022-05-02 04:30:00,Backhoe_Loader_1,0.0,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02 04:40:00,Dozer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83,0.0,0.0,0.0
2022-05-02 04:50:00,Backhoe_Loader_1,0.0,0.0,0.0,134.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
